rank,mode,lower_value,upper_value,value,bfi,output_q16,normalized_output,delta_q16_from_prev
40085,blend8,60,231,231,1,50598,0.7720759899290456,1
40086,blend8,11,244,244,1,50599,0.7720912489509423,1
40087,blend8,173,203,203,1,50600,0.772106507972839,1
40088,blend8,78,226,226,1,50601,0.7721217669947357,1
40089,blend8,194,196,196,1,50602,0.7721370260166324,1
40090,blend8,15,243,243,1,50603,0.7721522850385291,1
40091,blend8,94,222,222,1,50604,0.7721675440604258,1
40092,blend8,131,212,212,1,50605,0.7721828030823225,1
40093,blend8,98,221,221,1,50606,0.7721980621042192,1
40094,blend8,158,253,253,3,50607,0.7722133211261158,1
40095,blend8,50,234,234,1,50608,0.7722285801480125,1
40096,blend8,26,240,240,1,50609,0.7722438391699092,1
40097,blend8,169,204,204,1,50610,0.7722590981918059,1
40098,blend8,52,233,233,1,50611,0.7722743572137026,1
40099,blend8,46,235,235,1,50612,0.7722896162355993,1
40100,blend8,109,218,218,1,50613,0.772304875257496,1
40101,blend8,189,200,200,2,50614,0.7723201342793927,1
40102,blend8,192,201,201,1,50615,0.7723353933012894,1
40103,blend8,56,232,232,1,50616,0.7723506523231861,1
40104,blend8,185,200,200,1,50618,0.7723811703669795,2
40105,blend8,87,224,224,1,50619,0.7723964293888762,1
40106,blend8,8,245,245,1,50620,0.7724116884107729,1
40107,blend8,34,238,238,1,50621,0.7724269474326696,1
40108,blend8,105,219,219,1,50622,0.7724422064545663,1
40109,blend8,5,246,246,1,50623,0.772457465476463,1
40110,blend8,141,210,210,1,50624,0.7724727244983597,1
40111,blend8,166,203,203,1,50626,0.7725032425421531,2
40112,blend8,67,229,229,1,50628,0.7725337605859465,2
40113,blend8,21,241,241,1,50629,0.7725490196078432,1
40114,blend8,3,247,247,1,50630,0.7725642786297399,1
40115,blend8,190,197,197,1,50631,0.7725795376516366,1
40116,blend8,86,224,224,1,50632,0.7725947966735333,1
40117,blend8,2,248,248,1,50633,0.77261005569543,1
40118,blend8,140,210,210,1,50635,0.7726405737392233,2
40119,blend8,132,239,239,2,50636,0.77265583276112,1
40120,blend8,113,252,252,2,50637,0.7726710917830167,1
40121,blend8,163,245,245,3,50638,0.7726863508049134,1
40122,blend8,76,226,226,1,50640,0.7727168688487068,2
40123,blend8,104,219,219,1,50641,0.7727321278706035,1
40124,blend8,95,222,222,1,50642,0.7727473868925002,1
40125,blend8,17,243,243,1,50644,0.7727779049362936,2
40126,blend8,55,233,233,1,50645,0.7727931639581903,1
40127,blend8,64,230,230,1,50646,0.772808422980087,1
40128,blend8,16,243,243,1,50647,0.7728236820019837,1
40129,blend8,12,244,244,1,50648,0.7728389410238804,1
40130,blend8,115,250,250,2,50649,0.7728542000457771,1
40131,blend8,131,240,240,2,50650,0.7728694590676738,1
40132,blend8,127,213,213,1,50651,0.7728847180895705,1
40133,blend8,115,251,251,2,50652,0.7728999771114672,1
40134,blend8,43,236,236,1,50653,0.7729152361333639,1
40135,blend8,91,223,223,1,50655,0.7729457541771573,2
40136,blend8,143,232,232,2,50656,0.772961013199054,1
40137,blend8,142,210,210,1,50658,0.7729915312428474,2
40138,blend8,194,198,198,3,50659,0.7730067902647441,1
40139,blend8,61,231,231,1,50660,0.7730220492866408,1
40140,blend8,179,221,221,3,50661,0.7730373083085375,1
40141,blend8,23,241,241,1,50662,0.7730525673304341,1
40142,blend8,174,210,210,2,50663,0.7730678263523308,1
40143,blend8,22,241,241,1,50664,0.7730830853742275,1
40144,blend8,41,236,236,1,50666,0.7731136034180209,2
40145,blend8,27,240,240,1,50667,0.7731288624399176,1
40146,blend8,118,216,216,1,50668,0.7731441214618143,1
40147,blend8,59,232,232,1,50669,0.773159380483711,1
40148,blend8,38,237,237,1,50670,0.7731746395056077,1
40149,blend8,79,226,226,1,50671,0.7731898985275044,1
40150,blend8,154,224,224,2,50672,0.7732051575494011,1
40151,blend8,20,240,240,1,50673,0.7732204165712978,1
40152,blend8,119,216,216,1,50674,0.7732356755931945,1
40153,blend8,125,214,214,1,50675,0.7732509346150912,1
40154,blend8,164,204,204,1,50676,0.7732661936369879,1
40155,blend8,53,233,233,1,50677,0.7732814526588846,1
40156,blend8,159,205,205,1,50678,0.7732967116807813,1
40157,blend8,114,252,252,2,50680,0.7733272297245747,2
40158,blend8,9,245,245,1,50681,0.7733424887464714,1
40159,blend8,181,219,219,3,50683,0.7733730067902648,2
40160,blend8,0,250,250,1,50684,0.7733882658121615,1
40161,blend8,150,227,227,2,50685,0.7734035248340582,1
40162,blend8,3,248,248,1,50686,0.7734187838559549,1
40163,blend8,52,234,234,1,50687,0.7734340428778516,1
40164,blend8,20,242,242,1,50689,0.773464560921645,2
40165,blend8,153,225,225,2,50690,0.7734798199435416,1
40166,blend8,129,243,243,2,50692,0.773510337987335,2
40167,blend8,170,203,203,1,50693,0.7735255970092317,1
40168,blend8,13,244,244,1,50694,0.7735408560311284,1
40169,blend8,159,252,252,3,50695,0.7735561150530251,1
40170,blend8,161,251,251,3,50696,0.7735713740749218,1
40171,blend8,24,241,241,1,50697,0.7735866330968185,1
40172,blend8,104,220,220,1,50698,0.7736018921187152,1
40173,blend8,130,241,241,2,50699,0.7736171511406119,1
40174,blend8,32,239,239,1,50700,0.7736324101625086,1
40175,blend8,63,231,231,1,50701,0.7736476691844053,1
40176,blend8,122,247,247,2,50702,0.773662928206302,1
40177,blend8,113,253,253,2,50703,0.7736781872281987,1
40178,blend8,97,222,222,1,50704,0.7736934462500954,1
40179,blend8,189,198,198,1,50705,0.7737087052719921,1
40180,blend8,76,227,227,1,50706,0.7737239642938888,1
40181,blend8,81,226,226,1,50707,0.7737392233157855,1
40182,blend8,58,232,232,1,50708,0.7737544823376822,1
40183,blend8,28,240,240,1,50709,0.7737697413595789,1
40184,blend8,103,220,220,1,50711,0.7738002594033723,2
40185,blend8,37,238,238,1,50712,0.773815518425269,1
40186,blend8,111,218,218,1,50713,0.7738307774471657,1
40187,blend8,161,206,206,1,50714,0.7738460364690624,1
40188,blend8,49,235,235,1,50716,0.7738765545128558,2
40189,blend8,80,226,226,1,50717,0.7738918135347524,1
40190,blend8,195,196,196,2,50718,0.7739070725566491,1
40191,blend8,73,228,228,1,50719,0.7739223315785458,1
40192,blend8,114,217,217,1,50721,0.7739528496223392,2
40193,blend8,93,223,223,1,50723,0.7739833676661326,2
40194,blend8,6,247,247,1,50724,0.7739986266880293,1
40195,blend8,174,202,202,1,50725,0.774013885709926,1
40196,blend8,18,243,243,1,50726,0.7740291447318227,1
40197,blend8,186,199,199,1,50727,0.7740444037537194,1
40198,blend8,10,245,245,1,50728,0.7740596627756161,1
40199,blend8,186,203,203,2,50729,0.7740749217975128,1
40200,blend8,4,247,247,1,50730,0.7740901808194095,1
40201,blend8,84,225,225,1,50731,0.7741054398413062,1
40202,blend8,51,234,234,1,50732,0.7741206988632029,1
40203,blend8,165,204,204,1,50733,0.7741359578850996,1
40204,blend8,100,221,221,1,50734,0.7741512169069963,1
40205,blend8,194,197,197,1,50735,0.774166475928893,1
40206,blend8,187,233,233,4,50736,0.7741817349507897,1
40207,blend8,54,233,233,1,50737,0.7741969939726864,1
40208,blend8,39,237,237,1,50738,0.7742122529945831,1
40209,blend8,124,245,245,2,50739,0.7742275120164798,1
40210,blend8,34,239,239,1,50740,0.7742427710383765,1
40211,blend8,66,230,230,1,50741,0.7742580300602732,1
40212,blend8,7,246,246,1,50742,0.7742732890821699,1
40213,blend8,190,198,198,1,50744,0.7743038071259633,2
40214,blend8,36,238,238,1,50745,0.77431906614786,1
40215,blend8,189,230,230,4,50746,0.7743343251697566,1
40216,blend8,146,231,231,2,50747,0.7743495841916533,1
40217,blend8,30,240,240,1,50748,0.77436484321355,1
40218,blend8,172,212,212,2,50749,0.7743801022354467,1
40219,blend8,5,247,247,1,50750,0.7743953612573434,1
40220,blend8,165,217,217,2,50751,0.7744106202792401,1
40221,blend8,25,241,241,1,50752,0.7744258793011368,1
40222,blend8,33,239,239,1,50753,0.7744411383230335,1
40223,blend8,96,223,223,1,50754,0.7744563973449302,1
40224,blend8,126,214,214,1,50758,0.774517433432517,4
40225,blend8,162,219,219,2,50759,0.7745326924544137,1
40226,blend8,168,207,207,1,50760,0.7745479514763104,1
40227,blend8,14,244,244,1,50761,0.7745632104982071,1
40228,blend8,179,208,208,2,50764,0.7746089875638972,3
40229,blend8,77,227,227,1,50765,0.7746242465857939,1
40230,blend8,150,208,208,1,50766,0.7746395056076906,1
40231,blend8,117,217,217,1,50768,0.774670023651484,2
40232,blend8,191,217,217,4,50769,0.7746852826733807,1
40233,blend8,183,200,200,1,50770,0.7747005416952774,1
40234,blend8,164,245,245,3,50771,0.774715800717174,1
40235,blend8,115,252,252,2,50772,0.7747310597390707,1
40236,blend8,127,244,244,2,50773,0.7747463187609674,1
40237,blend8,29,240,240,1,50774,0.7747615777828641,1
40238,blend8,107,219,219,1,50775,0.7747768368047608,1
40239,blend8,113,218,218,1,50776,0.7747920958266575,1
40240,blend8,116,217,217,1,50777,0.7748073548485542,1
40241,blend8,44,236,236,1,50778,0.7748226138704509,1
40242,blend8,166,204,204,1,50779,0.7748378728923476,1
40243,blend8,46,236,236,1,50780,0.7748531319142443,1
40244,blend8,115,217,217,1,50781,0.774868390936141,1
40245,blend8,167,216,216,2,50782,0.7748836499580377,1
40246,blend8,101,221,221,1,50783,0.7748989089799344,1
40247,blend8,190,222,222,4,50784,0.7749141680018311,1
40248,blend8,189,207,207,3,50785,0.7749294270237278,1
40249,blend8,120,216,216,1,50786,0.7749446860456245,1
40250,blend8,169,216,216,2,50787,0.7749599450675212,1
40251,blend8,94,223,223,1,50788,0.7749752040894179,1
40252,blend8,50,235,235,1,50789,0.7749904631113146,1
40253,blend8,193,199,199,2,50790,0.7750057221332113,1
40254,blend8,90,224,224,1,50791,0.775020981155108,1
40255,blend8,85,225,225,1,50793,0.7750514991989014,2
40256,blend8,155,207,207,1,50794,0.7750667582207981,1
40257,blend8,194,206,206,4,50795,0.7750820172426948,1
40258,blend8,11,245,245,1,50796,0.7750972762645915,1
40259,blend8,74,228,228,1,50797,0.7751125352864882,1
40260,blend8,176,203,203,1,50799,0.7751430533302816,2
40261,blend8,19,243,243,1,50800,0.7751583123521782,1
40262,blend8,7,247,247,1,50802,0.7751888303959716,2
40263,blend8,123,215,215,1,50803,0.7752040894178683,1
40264,blend8,8,246,246,1,50805,0.7752346074616617,2
40265,blend8,112,218,218,1,50806,0.7752498664835584,1
40266,blend8,61,232,232,1,50807,0.7752651255054551,1
40267,blend8,1,249,249,1,50808,0.7752803845273518,1
40268,blend8,64,231,231,1,50809,0.7752956435492485,1
40269,blend8,151,208,208,1,50810,0.7753109025711452,1
40270,blend8,38,238,238,1,50811,0.7753261615930419,1
40271,blend8,137,237,237,2,50812,0.7753414206149386,1
40272,blend8,1,250,250,1,50813,0.7753566796368353,1
40273,blend8,139,211,211,1,50814,0.775371938658732,1
40274,blend8,186,213,213,3,50815,0.7753871976806287,1
40275,blend8,130,242,242,2,50816,0.7754024567025254,1
40276,blend8,79,227,227,1,50817,0.7754177157244221,1
40277,blend8,195,197,197,2,50818,0.7754329747463188,1
40278,blend8,127,214,214,1,50819,0.7754482337682155,1
40279,blend8,78,227,227,1,50820,0.7754634927901122,1
40280,blend8,100,222,222,1,50821,0.7754787518120089,1
40281,blend8,130,213,213,1,50822,0.7754940108339056,1
40282,blend8,91,224,224,1,50823,0.7755092698558023,1
40283,blend8,21,242,242,1,50824,0.775524528877699,1
40284,blend8,193,199,199,1,50825,0.7755397878995957,1
40285,blend8,156,207,207,1,50826,0.7755550469214924,1
40286,blend8,35,239,239,1,50827,0.775570305943389,1
40287,blend8,191,204,204,3,50828,0.7755855649652857,1
40288,blend8,189,234,234,4,50829,0.7756008239871824,1
40289,blend8,153,227,227,2,50830,0.7756160830090791,1
40290,blend8,183,217,217,3,50831,0.7756313420309758,1
40291,blend8,162,249,249,3,50832,0.7756466010528725,1
40292,blend8,41,237,237,1,50833,0.7756618600747692,1
40293,blend8,58,233,233,1,50834,0.7756771190966659,1
40294,blend8,67,230,230,1,50835,0.7756923781185626,1
40295,blend8,22,242,242,1,50837,0.775722896162356,2
40296,blend8,110,255,255,2,50838,0.7757381551842527,1
40297,blend8,102,221,221,1,50839,0.7757534142061494,1
40298,blend8,157,223,223,2,50840,0.7757686732280461,1
40299,blend8,71,229,229,1,50841,0.7757839322499428,1
40300,blend8,149,209,209,1,50842,0.7757991912718395,1
40301,blend8,185,205,205,2,50843,0.7758144502937362,1
40302,blend8,48,235,235,1,50844,0.7758297093156329,1
40303,blend8,178,202,202,1,50845,0.7758449683375296,1
40304,blend8,164,246,246,3,50848,0.7758907454032197,3
40305,blend8,164,205,205,1,50849,0.7759060044251164,1
40306,blend8,12,245,245,1,50850,0.7759212634470131,1
40307,blend8,95,223,223,1,50851,0.7759365224689098,1
40308,blend8,163,219,219,2,50852,0.7759517814908065,1
40309,blend8,118,217,217,1,50853,0.7759670405127032,1
40310,blend8,167,241,241,3,50854,0.7759822995345999,1
40311,blend8,108,219,219,1,50855,0.7759975585564965,1
40312,blend8,190,224,224,4,50857,0.7760280766002899,2
40313,blend8,27,241,241,1,50859,0.7760585946440833,2
40314,blend8,83,226,226,1,50860,0.77607385366598,1
40315,blend8,18,244,244,1,50861,0.7760891126878767,1
40316,blend8,188,199,199,1,50862,0.7761043717097734,1
40317,blend8,9,246,246,1,50864,0.7761348897535668,2
40318,blend8,57,233,233,1,50865,0.7761501487754635,1
40319,blend8,108,220,220,1,50867,0.7761806668192569,2
40320,blend8,72,229,229,1,50868,0.7761959258411536,1
40321,blend8,8,247,247,1,50869,0.7762111848630503,1
40322,fill8,0,196,196,0,50870,0.776226443884947,1
40323,blend8,17,244,244,1,50871,0.7762417029068437,1
40324,blend8,131,213,213,1,50872,0.7762569619287404,1
40325,blend8,189,209,209,3,50873,0.7762722209506371,1
40326,blend8,174,203,203,1,50874,0.7762874799725338,1
40327,blend8,187,236,236,4,50875,0.7763027389944305,1
40328,blend8,157,207,207,1,50877,0.7763332570382239,2
40329,blend8,51,235,235,1,50878,0.7763485160601206,1
40330,blend8,138,212,212,1,50879,0.7763637750820173,1
40331,blend8,63,232,232,1,50880,0.776379034103914,1
40332,blend8,112,219,219,1,50881,0.7763942931258107,1
40333,blend8,66,231,231,1,50883,0.776424811169604,2
40334,blend8,20,243,243,1,50884,0.7764400701915007,1
40335,blend8,109,219,219,1,50886,0.7764705882352941,2
40336,blend8,89,225,225,1,50887,0.7764858472571908,1
40337,blend8,191,219,219,4,50888,0.7765011062790875,1
40338,blend8,141,235,235,2,50889,0.7765163653009842,1
40339,blend8,65,231,231,1,50890,0.7765316243228809,1
40340,blend8,24,242,242,1,50891,0.7765468833447776,1
40341,blend8,141,211,211,1,50892,0.7765621423666743,1
40342,blend8,146,210,210,1,50893,0.776577401388571,1
40343,blend8,122,248,248,2,50894,0.7765926604104677,1
40344,blend8,172,213,213,2,50896,0.7766231784542611,2
40345,blend8,196,197,197,4,50897,0.7766384374761578,1
40346,blend8,39,238,238,1,50899,0.7766689555199512,2
40347,blend8,42,237,237,1,50900,0.7766842145418479,1
40348,blend8,13,245,245,1,50901,0.7766994735637446,1
40349,blend8,126,215,215,1,50902,0.7767147325856413,1
40350,blend8,165,205,205,1,50904,0.7767452506294347,2
40351,blend8,68,230,230,1,50905,0.7767605096513314,1
40352,blend8,136,238,238,2,50906,0.7767757686732281,1
40353,blend8,117,250,250,2,50908,0.7768062867170215,2
40354,blend8,115,253,253,2,50910,0.7768368047608148,2
40355,blend8,53,234,234,1,50911,0.7768520637827115,1
40356,blend8,36,239,239,1,50912,0.7768673228046082,1
40357,blend8,118,250,250,2,50913,0.7768825818265049,1
40358,blend8,145,212,212,1,50914,0.7768978408484016,1
40359,blend8,114,218,218,1,50915,0.7769130998702983,1
40360,blend8,97,223,223,1,50916,0.776928358892195,1
40361,blend8,170,215,215,2,50918,0.7769588769359884,2
40362,blend8,85,226,226,1,50920,0.7769893949797818,2
40363,blend8,4,248,248,1,50921,0.7770046540016785,1
40364,blend8,6,248,248,1,50922,0.7770199130235752,1
40365,blend8,32,240,240,1,50923,0.7770351720454719,1
40366,blend8,130,243,243,2,50924,0.7770504310673686,1
40367,blend8,155,225,225,2,50925,0.7770656900892653,1
40368,blend8,122,216,216,1,50926,0.777080949111162,1
40369,blend8,169,206,206,1,50927,0.7770962081330587,1
40370,blend8,9,247,247,1,50929,0.7771267261768521,2
40371,blend8,43,237,237,1,50930,0.7771419851987488,1
40372,blend8,180,222,222,3,50931,0.7771572442206455,1
40373,blend8,25,242,242,1,50932,0.7771725032425422,1
40374,blend8,73,229,229,1,50933,0.7771877622644389,1
40375,blend8,162,206,206,1,50935,0.7772182803082323,2
40376,blend8,195,204,204,4,50936,0.777233539330129,1
40377,blend8,111,219,219,1,50937,0.7772487983520256,1
40378,blend8,0,251,251,1,50938,0.7772640573739223,1
40379,blend8,148,230,230,2,50939,0.777279316395819,1
40380,blend8,151,228,228,2,50940,0.7772945754177157,1
40381,blend8,82,227,227,1,50941,0.7773098344396124,1
40382,blend8,41,238,238,1,50942,0.7773250934615091,1
40383,blend8,28,241,241,1,50943,0.7773403524834058,1
40384,blend8,54,234,234,1,50944,0.7773556115053025,1
40385,blend8,2,249,249,1,50945,0.7773708705271992,1
40386,blend8,47,236,236,1,50947,0.7774013885709926,2
40387,blend8,59,233,233,1,50948,0.7774166475928893,1
40388,blend8,140,236,236,2,50949,0.777431906614786,1
40389,blend8,132,241,241,2,50950,0.7774471656366827,1
40390,blend8,180,201,201,1,50951,0.7774624246585794,1
40391,blend8,101,222,222,1,50953,0.7774929427023728,2
40392,blend8,184,249,249,4,50954,0.7775082017242695,1
40393,blend8,161,221,221,2,50955,0.7775234607461662,1
40394,blend8,150,209,209,1,50956,0.7775387197680629,1
40395,blend8,14,245,245,1,50957,0.7775539787899596,1
40396,blend8,133,213,213,1,50958,0.7775692378118563,1
40397,blend8,46,237,237,1,50959,0.777584496833753,1
40398,blend8,124,247,247,2,50960,0.7775997558556497,1
40399,blend8,84,227,227,1,50961,0.7776150148775464,1
40400,blend8,61,233,233,1,50963,0.7776455329213398,2
40401,blend8,151,209,209,1,50965,0.7776760509651331,2
40402,blend8,37,239,239,1,50967,0.7777065690089265,2
40403,blend8,131,242,242,2,50968,0.7777218280308232,1
40404,blend8,23,243,243,1,50969,0.7777370870527199,1
40405,blend8,134,240,240,2,50970,0.7777523460746166,1
40406,blend8,155,208,208,1,50971,0.7777676050965133,1
40407,blend8,196,197,197,2,50972,0.77778286411841,1
40408,blend8,162,251,251,3,50973,0.7777981231403067,1
40409,blend8,117,218,218,1,50974,0.7778133821622034,1
40410,blend8,11,246,246,1,50975,0.7778286411841001,1
40411,blend8,50,236,236,1,50976,0.7778439002059968,1
40412,blend8,160,229,229,2,50977,0.7778591592278935,1
40413,blend8,44,237,237,1,50978,0.7778744182497902,1
40414,blend8,5,248,248,1,50979,0.7778896772716869,1
40415,blend8,67,231,231,1,50980,0.7779049362935836,1
40416,blend8,137,238,238,2,50981,0.7779201953154803,1
40417,blend8,79,228,228,1,50982,0.777935454337377,1
40418,blend8,127,215,215,1,50983,0.7779507133592737,1
40419,blend8,33,240,240,1,50985,0.7779812314030671,2
40420,blend8,10,247,247,1,50986,0.7779964904249638,1
40421,blend8,115,218,218,1,50987,0.7780117494468605,1
40422,blend8,94,224,224,1,50988,0.7780270084687572,1
40423,blend8,16,245,245,1,50989,0.7780422674906539,1
40424,blend8,181,201,201,1,50990,0.7780575265125506,1
40425,blend8,181,221,221,3,50991,0.7780727855344473,1
40426,blend8,189,237,237,4,50993,0.7781033035782406,2
40427,blend8,26,242,242,1,50995,0.778133821622034,2
40428,blend8,159,207,207,1,50996,0.7781490806439307,1
40429,blend8,165,246,246,3,50997,0.7781643396658274,1
40430,blend8,28,242,242,1,50998,0.7781795986877241,1
40431,blend8,78,228,228,1,50999,0.7781948577096208,1
40432,blend8,57,234,234,1,51000,0.7782101167315175,1
40433,blend8,89,226,226,1,51001,0.7782253757534142,1
40434,blend8,52,235,235,1,51002,0.7782406347753109,1
40435,blend8,87,226,226,1,51003,0.7782558937972076,1
40436,blend8,182,220,220,3,51004,0.7782711528191043,1
40437,blend8,131,214,214,1,51005,0.778286411841001,1
40438,blend8,98,223,223,1,51006,0.7783016708628977,1
40439,blend8,134,213,213,1,51008,0.7783321889066911,2
40440,blend8,83,227,227,1,51009,0.7783474479285878,1
40441,blend8,74,229,229,1,51010,0.7783627069504845,1
40442,blend8,22,243,243,1,51011,0.7783779659723812,1
40443,blend8,15,245,245,1,51012,0.7783932249942779,1
40444,blend8,118,218,218,1,51013,0.7784084840161746,1
40445,blend8,187,239,239,4,51014,0.7784237430380713,1
40446,blend8,174,233,233,3,51015,0.778439002059968,1
40447,blend8,192,227,227,4,51016,0.7784542610818647,1
40448,blend8,188,203,203,2,51017,0.7784695201037614,1
40449,blend8,125,216,216,1,51018,0.778484779125658,1
40450,blend8,105,221,221,1,51019,0.7785000381475548,1
40451,blend8,64,232,232,1,51021,0.7785305561913481,2
40452,blend8,86,226,226,1,51022,0.7785458152132448,1
40453,blend8,39,239,239,1,51023,0.7785610742351415,1
40454,blend8,136,239,239,2,51024,0.7785763332570382,1
40455,blend8,40,239,239,1,51025,0.7785915922789349,1
40456,blend8,150,229,229,2,51026,0.7786068513008316,1
40457,blend8,165,219,219,2,51027,0.7786221103227283,1
40458,blend8,18,245,245,1,51028,0.778637369344625,1
40459,blend8,60,233,233,1,51029,0.7786526283665217,1
40460,blend8,12,246,246,1,51030,0.7786678873884184,1
40461,blend8,126,246,246,2,51032,0.7786984054322118,2
40462,blend8,113,219,219,1,51033,0.7787136644541085,1
40463,blend8,120,249,249,2,51034,0.7787289234760052,1
40464,blend8,34,240,240,1,51035,0.7787441824979019,1
40465,blend8,174,204,204,1,51037,0.7787747005416953,2
40466,blend8,153,229,229,2,51038,0.778789959563592,1
40467,blend8,71,230,230,1,51039,0.7788052185854887,1
40468,blend8,20,244,244,1,51040,0.7788204776073854,1
40469,blend8,138,213,213,1,51041,0.7788357366292821,1
40470,blend8,8,248,248,1,51042,0.7788509956511788,1
40471,blend8,27,242,242,1,51043,0.7788662546730755,1
40472,blend8,185,207,207,2,51044,0.7788815136949722,1
40473,blend8,42,238,238,1,51045,0.7788967727168689,1
40474,blend8,75,229,229,1,51046,0.7789120317387656,1
40475,blend8,51,236,236,1,51047,0.7789272907606622,1
40476,blend8,188,200,200,1,51048,0.778942549782559,1
40477,blend8,76,229,229,1,51049,0.7789578088044556,1
40478,blend8,3,249,249,1,51050,0.7789730678263523,1
40479,blend8,140,212,212,1,51051,0.778988326848249,1
40480,blend8,21,244,244,1,51052,0.7790035858701457,1
40481,blend8,45,237,237,1,51053,0.7790188448920424,1
40482,blend8,179,225,225,3,51054,0.7790341039139391,1
40483,blend8,171,215,215,2,51055,0.7790493629358358,1
40484,blend8,141,212,212,1,51056,0.7790646219577325,1
40485,blend8,149,210,210,1,51057,0.7790798809796292,1
40486,blend8,142,236,236,2,51058,0.7790951400015259,1
40487,blend8,120,217,217,1,51059,0.7791103990234226,1
40488,blend8,148,231,231,2,51060,0.7791256580453193,1
40489,blend8,190,200,200,1,51061,0.779140917067216,1
40490,blend8,158,208,208,1,51062,0.7791561760891127,1
40491,blend8,133,214,214,1,51064,0.7791866941329061,2
40492,blend8,122,249,249,2,51066,0.7792172121766995,2
40493,blend8,165,206,206,1,51067,0.7792324711985962,1
40494,blend8,189,200,200,1,51068,0.7792477302204929,1
40495,blend8,30,241,241,1,51069,0.7792629892423896,1
40496,blend8,155,226,226,2,51070,0.7792782482642863,1
40497,blend8,31,241,241,1,51071,0.779293507286183,1
40498,blend8,119,250,250,2,51072,0.7793087663080797,1
40499,blend8,7,248,248,1,51073,0.7793240253299764,1
40500,blend8,145,236,236,2,51074,0.779339284351873,1
40501,blend8,97,224,224,1,51075,0.7793545433737697,1
40502,blend8,132,214,214,1,51076,0.7793698023956664,1
40503,blend8,138,238,238,2,51077,0.7793850614175631,1
40504,blend8,24,243,243,1,51078,0.7794003204394598,1
40505,blend8,13,246,246,1,51079,0.7794155794613565,1
40506,blend8,154,209,209,1,51081,0.7794460975051499,2
40507,blend8,17,245,245,1,51082,0.7794613565270466,1
40508,blend8,93,225,225,1,51083,0.7794766155489433,1
40509,blend8,194,199,199,1,51084,0.77949187457084,1
40510,blend8,81,228,228,1,51085,0.7795071335927367,1
40511,blend8,186,246,246,4,51086,0.7795223926146334,1
40512,blend8,103,222,222,1,51087,0.7795376516365301,1
40513,blend8,185,249,249,4,51088,0.7795529106584268,1
40514,blend8,190,228,228,4,51090,0.7795834287022202,2
40515,blend8,53,235,235,1,51091,0.7795986877241169,1
40516,fill8,0,197,197,0,51092,0.7796139467460136,1
40517,blend8,178,228,228,3,51093,0.7796292057679103,1
40518,blend8,59,234,234,1,51094,0.779644464789807,1
40519,blend8,77,229,229,1,51095,0.7796597238117037,1
40520,blend8,178,203,203,1,51096,0.7796749828336004,1
40521,blend8,47,237,237,1,51097,0.7796902418554971,1
40522,blend8,173,205,205,1,51098,0.7797055008773938,1
40523,blend8,110,220,220,1,51100,0.7797360189211872,2
40524,blend8,177,212,212,2,51101,0.7797512779430839,1
40525,blend8,85,227,227,1,51102,0.7797665369649806,1
40526,blend8,99,223,223,1,51103,0.7797817959868772,1
40527,blend8,186,247,247,4,51104,0.7797970550087739,1
40528,blend8,76,230,230,1,51105,0.7798123140306706,1
40529,blend8,179,210,210,2,51107,0.779842832074464,2
40530,blend8,43,238,238,1,51108,0.7798580910963607,1
40531,blend8,127,216,216,1,51110,0.7798886091401541,2
40532,blend8,140,237,237,2,51111,0.7799038681620508,1
40533,blend8,196,203,203,4,51112,0.7799191271839475,1
40534,blend8,106,221,221,1,51113,0.7799343862058442,1
40535,blend8,126,247,247,2,51114,0.7799496452277409,1
40536,blend8,157,225,225,2,51115,0.7799649042496376,1
40537,blend8,25,243,243,1,51116,0.7799801632715343,1
40538,blend8,37,240,240,1,51117,0.779995422293431,1
40539,blend8,143,235,235,2,51118,0.7800106813153277,1
40540,blend8,180,224,224,3,51119,0.7800259403372244,1
40541,blend8,49,236,236,1,51121,0.7800564583810178,2
40542,blend8,119,218,218,1,51122,0.7800717174029145,1
40543,blend8,96,225,225,1,51123,0.7800869764248112,1
40544,blend8,167,244,244,3,51124,0.7801022354467079,1
40545,blend8,166,219,219,2,51125,0.7801174944686046,1
40546,blend8,67,232,232,1,51126,0.7801327534905013,1
40547,blend8,69,231,231,1,51127,0.780148012512398,1
40548,blend8,118,252,252,2,51128,0.7801632715342947,1
40549,blend8,136,240,240,2,51129,0.7801785305561914,1
40550,blend8,11,247,247,1,51130,0.780193789578088,1
40551,blend8,41,239,239,1,51131,0.7802090485999847,1
40552,blend8,150,230,230,2,51132,0.7802243076218814,1
40553,blend8,182,202,202,1,51133,0.7802395666437781,1
40554,blend8,129,215,215,1,51134,0.7802548256656748,1
40555,blend8,156,226,226,2,51135,0.7802700846875715,1
40556,blend8,182,221,221,3,51136,0.7802853437094682,1
40557,blend8,185,220,220,3,51138,0.7803158617532616,2
40558,blend8,23,244,244,1,51139,0.7803311207751583,1
40559,blend8,12,247,247,1,51140,0.780346379797055,1
40560,blend8,159,208,208,1,51141,0.7803616388189517,1
40561,blend8,113,220,220,1,51142,0.7803768978408484,1
40562,blend8,90,226,226,1,51143,0.7803921568627451,1
40563,blend8,4,249,249,1,51144,0.7804074158846418,1
40564,blend8,19,245,245,1,51145,0.7804226749065385,1
40565,blend8,164,249,249,3,51146,0.7804379339284352,1
40566,blend8,115,254,254,2,51147,0.7804531929503319,1
40567,blend8,177,204,204,1,51148,0.7804684519722286,1
